EMG_Raw1,EMG_Raw2,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,AngleX,AngleY,AngleZ
852.27,600.99,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-56.129,1.686,175.364
832.36,557.8,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
1013.4,570.57,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
1085.52,545.78,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
916.12,625.03,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
853.02,685.5,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
937.15,572.82,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
952.93,547.28,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
932.27,584.47,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
943.92,595.36,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
939.03,612.26,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
871.8,588.6,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
844.01,624.28,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
955.93,603.62,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
918.37,630.66,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
834.24,649.07,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
906.73,614.14,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
879.31,576.2,0.09,-1.015,0.471,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
820.72,546.53,0.081,-1.006,0.39,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
904.85,638.18,0.081,-1.006,0.39,-91.797,-21.484,-15.564,-68.313,-0.807,175.551
910.11,696.39,0.081,-1.006,0.39,-48.096,-0.427,-9.155,-68.313,-0.807,175.551
888.33,622.4,0.081,-1.006,0.39,-48.096,-0.427,-9.155,-74.954,-2.444,176.171
886.07,582.59,0.081,-1.006,0.39,-48.096,-0.427,-9.155,-74.954,-2.444,176.171
925.51,552.91,0.081,-1.006,0.39,-48.096,-0.427,-9.155,-74.954,-2.444,176.171
1053.59,578.83,0.081,-1.006,0.39,-48.096,-0.427,-9.155,-74.954,-2.444,176.171
1010.77,650.2,0.081,-1.006,0.39,-48.096,-0.427,-9.155,-74.954,-2.444,176.171
804.57,654.7,0.081,-1.006,0.39,-48.096,-0.427,-9.155,-74.954,-2.444,176.171
872.55,567.94,0.081,-1.006,0.39,-48.096,-0.427,-9.155,-74.954,-2.444,176.171
999.5,625.41,0.081,-1.006,0.39,-48.096,-0.427,-9.155,-74.954,-2.444,176.171
904.1,744.1,0.051,-1.024,0.339,-48.096,-0.427,-9.155,-74.954,-2.444,176.171
942.04,664.84,0.051,-1.024,0.339,-48.096,-0.427,-9.155,-74.954,-2.444,176.171
830.48,591.6,0.051,-1.024,0.339,-48.096,-0.427,-9.155,-74.954,-2.444,176.171
739.96,546.53,0.051,-1.024,0.339,-17.883,7.874,-9.705,-74.954,-2.444,176.171
644.94,604.37,0.051,-1.024,0.339,-17.883,7.874,-9.705,-74.954,-2.444,176.171
816.59,670.1,0.051,-1.024,0.339,-17.883,7.874,-9.705,-74.954,-2.444,176.171
910.11,655.45,0.051,-1.024,0.339,-17.883,7.874,-9.705,-74.954,-2.444,176.171
862.79,646.06,0.051,-1.024,0.339,-17.883,7.874,-9.705,-77.388,-3.087,175.424
650.2,636.67,0.051,-1.024,0.339,-17.883,7.874,-9.705,-77.388,-3.087,175.424
759.12,637.05,0.051,-1.024,0.339,-17.883,7.874,-9.705,-77.388,-3.087,175.424
773.39,690.76,0.051,-1.024,0.339,-17.883,7.874,-9.705,-77.388,-3.087,175.424
856.78,672.73,0.051,-1.024,0.339,-17.883,7.874,-9.705,-77.388,-3.087,175.424
1018.28,646.44,0.051,-1.024,0.339,-17.883,7.874,-9.705,-77.388,-3.087,175.424
1016.78,638.18,0.051,-1.024,0.339,-17.883,7.874,-9.705,-77.388,-3.087,175.424
1007.39,629.54,0.051,-1.024,0.339,-17.883,7.874,-9.705,-77.388,-3.087,175.424
1014.15,656.96,0.051,-1.024,0.339,-17.883,7.874,-9.705,-77.388,-3.087,175.424
966.83,712.55,0.064,-0.968,0.247,-17.883,7.874,-9.705,-77.388,-3.087,175.424
971.71,619.02,0.064,-0.968,0.247,-17.883,7.874,-9.705,-77.388,-3.087,175.424
925.14,544.28,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.388,-3.087,175.424
859.78,556.3,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.388,-3.087,175.424
919.5,629.54,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.388,-3.087,175.424
948.8,713.3,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.388,-3.087,175.424
973.96,648.32,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.388,-3.087,175.424
881.19,617.52,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.322,-3.252,173.584
958.94,570.57,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.322,-3.252,173.584
957.81,662.97,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.322,-3.252,173.584
832.74,690.76,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.322,-3.252,173.584
890.96,677.24,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.322,-3.252,173.584
794.43,713.67,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.322,-3.252,173.584
963.07,629.91,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.322,-3.252,173.584
948.8,580.33,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.322,-3.252,173.584
903.35,590.47,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.322,-3.252,173.584
970.96,636.3,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.322,-3.252,173.584
948.8,627.66,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.322,-3.252,173.584
900.35,626.91,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.322,-3.252,173.584
943.16,652.45,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.322,-3.252,173.584
943.54,652.45,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.322,-3.252,173.584
942.79,628.03,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.322,-3.252,173.584
912.36,606.25,0.064,-0.968,0.247,3.967,18.311,-4.7,-77.322,-3.252,173.584
805.69,673.86,0.053,-1.004,0.252,3.967,18.311,-4.7,-77.322,-3.252,173.584
842.88,677.24,0.053,-1.004,0.252,3.967,18.311,-4.7,-77.322,-3.252,173.584
1129.09,613.01,0.053,-1.004,0.252,3.967,18.311,-4.7,-77.322,-3.252,173.584
1058.1,581.46,0.053,-1.004,0.252,12.634,21.729,0.366,-77.322,-3.252,173.584
984.48,605.12,0.053,-1.004,0.252,12.634,21.729,0.366,-77.322,-3.252,173.584
1010.02,659.59,0.053,-1.004,0.252,12.634,21.729,0.366,-77.322,-3.252,173.584
1019.41,607.38,0.053,-1.004,0.252,12.634,21.729,0.366,-77.322,-3.252,173.584
783.16,646.44,0.053,-1.004,0.252,12.634,21.729,0.366,-77.322,-3.252,173.584
876.68,632.92,0.053,-1.004,0.252,12.634,21.729,0.366,-75.921,-2.999,172.09
979.6,694.14,0.053,-1.004,0.252,12.634,21.729,0.366,-75.921,-2.999,172.09
987.48,720.43,0.053,-1.004,0.252,12.634,21.729,0.366,-75.921,-2.999,172.09
777.9,629.16,0.053,-1.004,0.252,12.634,21.729,0.366,-75.921,-2.999,172.09
788.42,574.7,0.053,-1.004,0.252,12.634,21.729,0.366,-75.921,-2.999,172.09
862.41,626.91,0.053,-1.004,0.252,12.634,21.729,0.366,-75.921,-2.999,172.09
883.82,572.82,0.053,-1.004,0.252,12.634,21.729,0.366,-75.921,-2.999,172.09
943.54,559.68,0.053,-1.004,0.252,12.634,21.729,0.366,-75.921,-2.999,172.09
1000.26,674.98,0.053,-1.004,0.252,12.634,21.729,0.366,-75.921,-2.999,172.09
988.99,681.37,0.053,-1.004,0.252,12.634,21.729,0.366,-75.921,-2.999,172.09
877.43,664.84,0.053,-1.004,0.252,12.634,21.729,0.366,-75.921,-2.999,172.09
996.5,627.66,0.053,-1.004,0.252,12.634,21.729,0.366,-75.921,-2.999,172.09
991.99,612.26,0.053,-1.004,0.252,12.634,21.729,0.366,-75.921,-2.999,172.09
1046.83,674.23,0.053,-1.004,0.252,12.634,21.729,0.366,-75.921,-2.999,172.09
1026.17,582.59,0.053,-1.004,0.252,12.634,21.729,0.366,-75.921,-2.999,172.09
1048.71,620.9,0.053,-1.004,0.252,12.634,21.729,0.366,-75.921,-2.999,172.09
996.88,635.17,0.053,-1.004,0.252,12.634,21.729,0.366,-75.921,-2.999,172.09
1008.89,589.35,0.037,-0.973,0.196,12.634,21.729,0.366,-75.921,-2.999,172.09
972.84,697.9,0.037,-0.973,0.196,12.634,21.729,0.366,-75.921,-2.999,172.09
1023.54,720.06,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.921,-2.999,172.09
914.62,602.49,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.921,-2.999,172.09
898.09,600.24,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.921,-2.999,172.09
1065.61,631.42,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.921,-2.999,172.09
1241.02,654.7,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.921,-2.999,172.09
1177.54,641.18,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.059,-2.774,171.469
1098.29,665.59,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.059,-2.774,171.469
1095.28,665.97,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.059,-2.774,171.469
1109.18,646.44,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.059,-2.774,171.469
914.24,607.38,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.059,-2.774,171.469
942.79,548.41,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.059,-2.774,171.469
977.34,631.42,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.059,-2.774,171.469
1008.89,636.3,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.059,-2.774,171.469
932.65,623.15,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.059,-2.774,171.469
936.4,682.87,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.059,-2.774,171.469
930.39,625.41,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.059,-2.774,171.469
754.99,741.84,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.059,-2.774,171.469
719.31,702.78,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.059,-2.774,171.469
720.43,546.15,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.059,-2.774,171.469
751.61,552.54,0.037,-0.973,0.196,4.7,-2.563,1.648,-75.059,-2.774,171.469
882.69,582.96,0.061,-0.965,0.206,4.578,-7.874,3.296,-74.74,-2.692,171.793
711.04,614.51,0.061,-0.965,0.206,4.578,-7.874,3.296,-74.74,-2.692,171.793
810.95,684.38,0.061,-0.965,0.206,4.578,-7.874,3.296,-74.74,-2.692,171.793
828.61,648.32,0.061,-0.965,0.206,4.578,-7.874,3.296,-74.74,-2.692,171.793
900.72,623.53,0.061,-0.965,0.206,4.578,-7.874,3.296,-74.74,-2.692,171.793
833.49,614.51,0.061,-0.965,0.206,4.578,-7.874,3.296,-74.74,-2.692,171.793
849.26,618.27,0.061,-0.965,0.206,4.578,-7.874,3.296,-74.74,-2.692,171.793
936.4,611.13,0.061,-0.965,0.206,4.578,-7.874,3.296,-74.74,-2.692,171.793
913.49,670.85,0.061,-0.965,0.206,4.578,-7.874,3.296,-74.74,-2.692,171.793
913.87,678.37,0.072,-0.984,0.195,4.578,-7.874,3.296,-74.74,-2.692,171.793
925.51,694.89,0.072,-0.984,0.195,4.578,-7.874,3.296,-74.74,-2.692,171.793
887.58,720.43,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.74,-2.692,171.793
973.59,660.34,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.74,-2.692,171.793
885.32,548.41,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.74,-2.692,171.793
920.63,548.41,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.74,-2.692,171.793
873.3,567.56,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.74,-2.692,171.793
848.89,593.48,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.828,-2.758,172.776
883.82,681.75,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.828,-2.758,172.776
960.82,677.24,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.828,-2.758,172.776
905.23,637.42,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.828,-2.758,172.776
892.08,588.22,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.828,-2.758,172.776
1000.26,666.72,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.828,-2.758,172.776
1069.37,672.73,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.828,-2.758,172.776
1067.49,656.96,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.828,-2.758,172.776
1171.15,614.14,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.828,-2.758,172.776
1171.15,698.27,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.828,-2.758,172.776
1044.58,702.78,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.828,-2.758,172.776
1008.89,558.17,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.828,-2.758,172.776
970.58,564.18,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.828,-2.758,172.776
927.39,564.93,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.828,-2.758,172.776
898.09,564.56,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.828,-2.758,172.776
942.04,644.19,0.072,-0.984,0.195,0.0,-4.272,1.282,-74.828,-2.758,172.776
834.24,690.76,0.074,-0.979,0.164,0.061,0.793,0.183,-74.828,-2.758,172.776
886.82,589.35,0.074,-0.979,0.164,0.061,0.793,0.183,-74.828,-2.758,172.776
876.68,570.19,0.074,-0.979,0.164,0.061,0.793,0.183,-74.828,-2.758,172.776
907.86,611.13,0.074,-0.979,0.164,0.061,0.793,0.183,-74.828,-2.758,172.776
910.49,672.73,0.074,-0.979,0.164,0.061,0.793,0.183,-75.141,-2.873,173.666
976.22,689.26,0.074,-0.979,0.164,0.061,0.793,0.183,-75.141,-2.873,173.666
995.0,551.04,0.074,-0.979,0.164,0.061,0.793,0.183,-75.141,-2.873,173.666
966.45,560.05,0.074,-0.979,0.164,0.061,0.793,0.183,-75.141,-2.873,173.666
